FILIAL; DATA PROC; IDADE INI; IDADE FIM;SETOR LOJA   ;MERC ;DIGITO;STATUS;DESCRICAO ;EMBALAGEM ;DT VENC   ;TRIBUTACAO;LC;QTDE_IDEAL;DT PRECO IND;PRECO IND;DT ULT ENTR;CUSTO ULT ENTR;QTDE ULT ENTR;QTDE PED COMPRA;QTDE PED FILIAL;QTDE PED NF AT;ESTOQ EMB1;ESTOQ EMB9;CUSTO MEDIO;PRECO VENDA;PERC RENT;QTDE VENDA EMB1;IDADE;NAO VENDE;TP ETIQ;MIX;DT PRECO;EMB.INTERMEDIARIA;PAR;DIREITO DEVOLUCAO;GESTAO ISV;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;544;135; ;CF.CHOCOLATE QUENTE PEQUENO        ;UND 1 X 1 1UND   ;; ; ;1;     ;0;          ;0;0;0;0;0;1;0;1,03;6,9;52,78;12;0;1;X; ;06/03/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;69422;165; ;CERVEJA BADEN IPA P.MALTE MAR.LATA ;CXA 1 X 12 350ML  ;; ; ;280;     ;0;13/02/2026;59,46;10;0;0;5;0;1;59,46;65,88;3,19;2;67;3;C; ;13/02/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;67653;145; ;CERVEJA BRAHMA DUPLO MALTE LATA    ;CXA 1 X 12 350ML  ;; ; ;280;     ;0;25/11/2025;49;280;0;0;0;0;6;49,28;52,68;-0,1;105;147;8;C; ;05/02/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;86712;164; ;CERVEJA BADEN TRIGO PEACH LATA     ;CXA 1 X 12 350ML  ;; ; ;280;     ;0;12/03/2026;59,49;5;0;0;0;0;5;59,52;65,88;3,1;4;40;1;C; ;13/02/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;3926;176; ;CERVEJA SOL ZERO LONG NECK         ;CXA 4 X 6 330ML  ;; ; ;91;     ;0;06/03/2026;110,36;7;0;0;0;0;6;110,18;138,97;14,16;3;46;15;C; ;09/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;18697;199; ;CERVEJA BRAHMA CHOPP LATA          ;PCT 1 X 12 350ML  ;; ; ;286;     ;0;05/03/2026;43,52;286;0;161;0;0;11;42,73;37,08;-21,78;8;47;14;C; ;16/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;22941;135; ;REF.ANTARCTICA SODA LIMONADA PET   ;BDJ 1 X 6 2L     ;; ; ;100;25/08;459,66;06/03/2026;50,65;20;0;0;0;0;5;50,03;55,74;3,69;15;46;1;C; ;05/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;78486;173; ;CERVEJA MICHELOB ULTRA LT          ;CXA 1 X 8 350ML  ;; ; ;400;     ;0;06/04/2026;37,28;80;0;0;0;1;2;37,32;35,12;-12,82;78;15;2;C; ;17/11/2024;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;78510;154; ;CERVEJA EISENBAHN UNFILTERED L.N   ;CXA 1 X 12 355ML  ;; ; ;175;     ;0;18/04/2026;53,79;1;0;0;0;1;0;53,64;57,48;0,12;6;3;28;C; ;13/04/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;53350;197; ;REF.PEPSI COLA ZERO PET            ;CXA 1 X 6 2L     ;; ; ;100;     ;0;24/03/2026;49,51;8;0;0;0;1;1;49,1;55,73;5,33;14;28;15;C; ;13/03/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;22044;104; ;CERVEJA CRYSTAL LATA               ;CXA 1 X 12 350ML  ;; ; ;308;     ;0;06/04/2026;31,62;66;0;0;30;1;11;30,99;27,48;-19,34;65;15;6;C; ;15/04/2026;S;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;71299;161; ;REF.SPRITE LIMAO PET               ;PCT 1 X 12 200ML  ;; ; ;360;     ;0;23/02/2026;18,3;60;720;0;0;3;6;18,3;20,04;2,11;234;57;6;C; ;12/03/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;86713;123; ;CERVEJA BADEN GOLDEN TRIGO LATA    ;CXA 1 X 12 350ML  ;; ; ;280;     ;0;13/02/2026;59,46;10;0;0;0;1;1;59,44;65,88;3,22;3;67;3;C; ;13/02/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;7186;108; ;REF.PEPSI BLACK PET                ;PCT 1 X 6 2,5L   ;; ; ;64;     ;0;16/01/2026;50,58;64;0;0;32;1;2;48,65;44,34;-16,27;69;95;14;C; ;16/04/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;51187;175; ;CERVEJA BUDWEISER LATA             ;CXA 1 X 8 269ML  ;; ; ;520;     ;0;06/03/2026;26,75;29;0;0;0;2;4;26,81;28,72;0,06;0;46;24;C; ;14/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;96933;161; ;CERVEJA SPATEN L.NECK              ;FDO 4 X 6 330ML  ;; ; ;84;     ;0;11/07/2025;119,87;24;0;0;0;0;13;124,21;136,56;2,49;0;284;999;C; ;16/01/2026;S; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;93477;162; ;CERVEJA STELLA PUREGOLD LATA       ;FDO 1 X 8 350ML  ;; ; ;400;     ;0;31/03/2026;42,08;40;0;0;0;1;6;41,77;46,32;3,27;38;21;1;C; ;31/03/2026;S; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;86709;184; ;CERVEJA HEINEKEN ZERO SLEEK LATA   ;CXA 1 X 12 350ML  ;; ; ;280;     ;0;12/02/2026;60,57;280;0;56;0;1;4;59,91;57,48;-10,78;157;68;1;C; ;15/04/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;28592;109; ;REF.SCHWEPPES TONICA LATA          ;PCT 1 X 6 350ML  ;; ; ;540;     ;0;16/03/2026;17,12;135;360;0;0;5;3;17,12;19,08;3,69;97;36;10;C; ;10/04/2026;S;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;67370;144; ;CERVEJA HEINEKEN ZERO L.NECK       ;CXA 4 X 6 330ML  ;; ; ;91;     ;0;13/11/2025;147,06;52;0;39;0;0;17;147;138,96;-12,33;0;159;999;C; ;15/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;59539;151; ;CERVEJA BADEN GOLDEN               ;CXA 1 X 12 600ML  ;; ; ;60;     ;0;17/02/2026;139,57;2;0;0;0;0;9;138,98;171,48;12,39;0;63;3;C; ;13/02/2026;S;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;72087;191; ;REF.SUKITA LARANJA CACUL.PET       ;CXA 1 X 12 200ML  ;; ; ;400;     ;0;26/03/2026;18,52;11;0;0;0;5;9;18,46;22,68;12,05;13;26;17;C; ;08/02/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;150;105; ;CF.BOLO DOCE PEDACO                ;UND 1 X 1 1UND   ;; ; ;1;     ;0;21/03/2026;7,52;16;0;0;0;16;0;7,52;9,9;10,04;0;31;999;X; ;21/03/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;71793;160; ;CERVEJA ORIGINAL LATA              ;CXA 1 X 8 269ML  ;; ; ;520;     ;0;31/03/2026;25,44;40;0;0;0;4;6;25,4;23,92;-12,74;79;21;4;C; ;16/04/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;57475;139; ;REF.FANTA GUARANA LATA             ;BDJ 1 X 6 350ML  ;; ; ;540;     ;0;26/08/2025;18,42;45;0;0;0;6;4;18,95;20,94;2,91;0;238;999;C; ;07/03/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;28455;184; ;REF.ANTARCTICA GUARANA PET         ;PCT 1 X 6 1,5L   ;; ; ;115;     ;0;24/03/2026;40,55;13;0;0;0;3;2;39,19;46,14;8,5;20;28;14;C; ;23/03/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;66880;180; ;REF.ANTARCTICA AGUA TONICA LATA    ;CXA 1 X 15 269ML  ;; ; ;299;     ;0;15/08/2025;28,77;23;0;0;0;4;14;28,76;32,85;5,89;0;249;999;C; ;18/01/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;63141;100; ;REF.H20H LIMONETO C/GAS PET        ;FDO 1 X 6 1,5L   ;; ; ;115;     ;0;06/03/2026;48,94;19;0;0;0;3;0;48,57;52,14;0,28;0;46;39;C; ;14/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;65731;165; ;REF.PEPSI COLA PET                 ;CXA 1 X 6 1,5L   ;; ; ;115;     ;0;13/11/2025;36,56;8;0;0;0;4;2;34,49;40,74;8,78;0;159;999;C; ;05/12/2025;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;45775;117; ;CERVEJA BADEN CRISTAL GFA          ;CXA 1 X 12 600ML  ;; ; ;60;     ;0;24/03/2026;138,68;1;0;0;0;1;1;138,91;171,48;12,43;1;34,46;3;C; ;13/02/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;9052;152; ;CERV.THEREZOPOLIS SESSION IPA L.N  ;CXA 1 X 6 355ML  ;; ; ;288;     ;0;16/03/2026;30,49;10;0;0;0;5;0;30,49;33,54;2,54;5;36;1;C; ;25/03/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;57734;140; ;SUCO TIAL KIDS NECTAR MARACUJA TP  ;CXA 1 X 24 200ML  ;; ; ;189;     ;0;02/04/2026;21,46;10;0;0;0;7;10;20,61;38,16;13,82;2;19;1;C; ;06/06/2025;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;93953;123; ;CERVEJA STELLA ARTOIS PURE GOLD LT ;CXA 1 X 8 269ML  ;; ; ;520;     ;0;24/03/2026;32,24;2;0;40;0;5;0;32,58;35,92;2,74;0;53,8;999;C; ;09/04/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;67367;188; ;BEB.ALC SPRITZ SCHWEPPES VDO       ;CXA 1 X 6 250ML  ;; ; ;441;     ;0;15/01/2026;21,01;20;0;0;0;8;0;21,41;38,34;5,66;2;96;17;C; ;10/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;65730;100; ;CERVEJA STELLA ARTOIS LATA         ;CXA 1 X 8 350ML  ;; ; ;400;     ;0;06/02/2026;37,37;20;0;47;0;4;5;37,22;43,12;7,12;15;74;2;C; ;09/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;72085;172; ;REF.PEPSI COLA CACULINHA PET       ;CXA 1 X 12 200ML  ;; ; ;400;     ;0;02/02/2026;17,77;200;0;0;0;9;4;18,46;22,68;12,05;105;78;1;C; ;08/02/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;34245;130; ;CERVEJA HEINEKEN KEG               ;FDO 1 X 2 5L     ;; ; ;90;     ;0;27/11/2025;183,45;90;0;0;0;1;0;181,93;179,8;-7,73;0;145;999;C; ;15/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;63130;157; ;CERVEJA EISENBAHN IPA L.N          ;CXA 2 X 6 355ML  ;; ; ;175;     ;0;11/02/2026;67,21;10;0;0;0;2;9;66,92;71,88;0,34;2;69;2;C; ;13/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;63415;177; ;REF.COCA COLA S/ACUCAR ONE WAY VDO ;CXA 1 X 6 250ML  ;; ; ;413;     ;0;11/08/2025;20,16;118;0;0;0;9;2;20,3;22,14;1,73;0;253;999;C; ;22/08/2025;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;64173;152; ;SUCO TIAL KIDS NECTAR CAJU TP      ;CXA 1 X 24 200ML  ;; ; ;189;     ;0;02/04/2026;21,46;10;0;0;0;9;7;20,61;38,16;13,82;0;19;3;C; ;06/06/2025;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;82564;100; ;REF.ANTARCTICA GUARANA ZERO PET    ;PCT 1 X 12 200ML  ;; ; ;400;     ;0;21/01/2026;19,19;200;0;0;0;10;7;18,64;20,28;1,54;1;90;27;C; ;08/02/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;74942;186; ;CHOPP VINHO LIDER                  ;CXA 1 X 6 600ML  ;; ; ;160;     ;0;15/10/2025;38,3;160;0;7;0;7;5;27,3;50,4;13,68;19;188;12;C; ;09/04/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;21877;137; ;RF.MASSA LASANHA MASSA LEVE        ;CXA 1 X 18 500G   ;; ; ;1;     ;0;13/04/2026;109,56;2;0;0;0;2;0;109,56;129,6;1,9;0;8;999;C; ;04/02/2024;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;12460;172; ;REF.ANTARCTICA SODA LIMONADA LATA  ;PCT 1 X 12 350ML  ;; ; ;286;     ;0;24/03/2026;34,5;44;0;0;0;6;5;34,34;29,88;-21,49;46;28;1;C; ;16/04/2026;S;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;91408;160; ;CERVEJA CORONA EXTRA LT            ;CXA 1 X 8 269ML  ;; ; ;520;     ;0;09/02/2026;37,57;40;0;0;6;6;2;37,48;43,12;6,51;24;71;3;C; ;09/04/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;84165;191; ;CERVEJA B.PRINCESS GOLD P.MALTE L.N;CXA 1 X 12 330ML  ;; ; ;192;     ;0;05/03/2026;59,83;5;0;0;0;4;0;59,46;65,88;3,18;0;47;32;C; ;16/03/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;69241;180; ;REF.SCHWEPPES TONICA S/ACUCAR LATA ;PCT 1 X 6 350ML  ;; ; ;540;     ;0;18/12/2025;17,12;180;0;0;0;14;2;17,12;19,08;3,69;0;124;48;C; ;10/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;2431;103; ;REF.PEPSI COLA PET                 ;CXA 1 X 12 600ML  ;; ; ;144;     ;0;26/03/2026;46,3;18;0;0;4;5;1;48,57;58,68;10,68;12;26;1;C; ;05/12/2025;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;21570;142; ;REF.ANTARCTICA GUARANA ZERO PET    ;BDJ 1 X 6 2L     ;; ; ;100;     ;0;23/03/2026;55,14;40;0;0;0;4;5;54,82;59,34;1,05;40;29;2;C; ;05/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;69423;124; ;CERVEJA BADEN WITBIER COE/LAR LATA ;CXA 1 X 12 350ML  ;; ; ;280;     ;0;05/03/2026;59,43;8;0;0;5;4;6;59,44;65,88;3,22;5;47;2;C; ;13/02/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;53349;159; ;REF.PEPSI COLA ZERO LATA           ;CXA 1 X 12 350ML  ;; ; ;286;     ;0;12/03/2026;34,42;88;0;0;22;8;1;34,29;29,88;-21,31;71;40;2;C; ;16/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;80258;170; ;CERVEJA BUDWEISER SLEEK LT         ;FDO 1 X 12 350ML  ;; ; ;280;     ;0;19/11/2025;46,79;280;0;1120;0;6;6;44,47;39,48;-19,2;0;153;999;C; ;16/04/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;71101;173; ;REF.FYS AGUA TONICA LATA           ;PCT 1 X 12 350ML  ;; ; ;286;     ;0;12/03/2026;32,78;44;0;0;0;9;4;32,79;35,88;2,06;30;40;1;C; ;29/10/2025;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;7384;172; ;REF.TISS GUARANA PET               ;FDO 1 X 12 200ML  ;; ; ;440;     ;0;21/01/2026;14,34;440;220;0;0;21;9;14,34;16,68;7,43;82;90;6;C; ;31/03/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;20139;188; ;REF.PEPSI TWIST PET                ;BDJ 1 X 6 2L     ;; ; ;100;     ;0;24/03/2026;49,34;40;0;0;0;6;5;49,27;58,74;9,57;33;28;1;C; ;19/01/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;14935;192; ;REF.ANTARCTICA GUARANA PET         ;PCT 1 X 6 1L     ;; ; ;175;     ;0;24/03/2026;31,59;25;0;0;0;11;2;31,41;37,74;10,22;23;28;1;C; ;05/12/2025;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;58207;108; ;CERVEJA STELLA ARTOIS LATA         ;CXA 1 X 8 269ML  ;; ; ;520;     ;0;23/02/2026;30,9;40;0;0;0;11;7;30,79;34,32;3,73;6;57;12;C; ;09/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;67366;128; ;BEB.ALC VODKA E CIT.SCHWEPPES VDO  ;CXA 1 X 6 250ML  ;; ; ;441;     ;0;13/03/2026;21,01;10;0;0;0;17;2;21,41;38,34;5,66;6;59,73;1;C; ;10/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;87841;128; ;CERVEJA MOEMA PILSEN LATA          ;CXA 1 X 12 350ML  ;; ; ;286;     ;0;12/02/2026;24,05;286;0;0;0;15;11;23,88;26,28;2,57;240;68;1;C; ;15/04/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;83458;166; ;CERVEJA SPATEN LATA                ;CXA 1 X 8 269ML  ;; ; ;520;     ;0;30/03/2026;25,95;10;0;80;0;15;1;25,46;22,32;-20,62;11;30,13;1;C; ;16/04/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;75438;106; ;CERVEJA ESTRELLA GALICIA LATA      ;FDO 1 X 12 350ML  ;; ; ;252;     ;0;16/03/2026;55;20;0;0;0;7;2;54,91;59,88;1,74;10;36;10;C; ;07/04/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;62231;115; ;REF.COCA COLA CAFE SLEEK           ;CXA 1 X 6 220ML  ;; ; ;354;     ;0;19/02/2026;15,89;118;236;0;0;26;5;15,59;17,94;6,54;51;61;1;C; ;07/03/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;68018;192; ;CERVEJA STELLA ARTOIS L.NECK       ;CXA 4 X 6 330ML  ;; ; ;84;     ;0;30/12/2025;141,99;12;0;0;0;3;0;140,48;150,96;0,39;0;112;19;C; ;05/04/2026;S;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;218;165; ;CF.BOLO DOCE PEDACO                ;UND 1 X 1 1UND   ;; ; ;1;     ;0;21/03/2026;6,6;64;0;0;0;64;0;6,6;9,9;19,05;0;31;999;X; ;21/03/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;83787;114; ;CHOPP VINHO STEMPEL RED GFA        ;FDO 1 X 6 600ML  ;; ; ;180;     ;0;06/04/2026;35,14;6;0;0;0;12;2;34,55;50,94;0,02;30;22,18;6;C; ;08/04/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;215;187; ;CF.DOCE GELADO                     ;UND 1 X 1 1UND   ;; ; ;1;     ;0;16/04/2026;7,64;36;0;0;0;60;0;7,64;9,49;5,36;0;15,4;999;C; ;17/10/2025;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;72088;150; ;REF.SUKITA UVA CACUL.PET           ;CXA 1 X 12 200ML  ;; ; ;400;     ;0;08/04/2026;18,46;25;0;0;0;26;1;18,46;22,68;12,05;67;13,62;4;C; ;08/02/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;24695;187; ;REF.COCA-COLA ZERO PET             ;PCT 1 X 12 600ML  ;; ; ;120;     ;0;23/03/2026;63,08;120;240;0;0;8;3;62,45;65,88;-1,34;134;29;1;C; ;15/03/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;12454;137; ;REF.ANTARCTICA GUARANA LATA        ;PCT 1 X 12 350ML  ;; ; ;286;     ;0;07/04/2026;38,07;22;0;22;0;14;0;37,66;33,48;-19,06;51;14;1;C; ;15/04/2026;S;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;59537;132; ;CERVEJA EISENBAHN PALE L.NECK      ;CXA 2 X 6 355ML  ;; ; ;175;     ;0;16/02/2026;65,55;3;0;0;0;8;3;66,05;71,88;1,56;0;69,3;1;C; ;13/04/2026;S;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;62693;168; ;CERVEJA BADEN WITBIER ONE WAY      ;CXA 1 X 12 600ML  ;; ; ;60;     ;0;11/02/2026;139,19;5;0;0;0;3;11;139,35;171,48;12,18;0;69;11;C; ;13/02/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;9218;167; ;CERVEJA ANTARCTICA LATA            ;CXA 1 X 12 350ML  ;; ; ;286;     ;0;16/12/2025;42,04;3718;0;0;0;13;1;42,42;37,08;-20,97;0;126;999;C; ;16/04/2026;S;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;50176;119; ;SKOL BEATS SENSES LATA             ;CXA 1 X 8 269ML  ;; ; ;520;     ;0;16/01/2026;28,93;0;0;0;0;18;4;30,21;47,12;3,72;154;132,15;1;C; ;09/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;53741;148; ;REF.ANTARCTICA GUARANA LATA        ;CXA 1 X 15 269ML  ;; ; ;299;     ;0;26/12/2025;29,78;3;0;0;0;19;7;29,29;38,85;18,04;0;200,58;999;C; ;18/01/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;89353;166; ;BEATS TROPICAL LATA                ;CXA 1 X 8 269ML  ;; ; ;520;     ;0;29/01/2026;29,31;40;0;0;0;19;7;28,71;49,52;3,53;8;82;1;C; ;31/03/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;63414;117; ;REF.COCA COLA ONE WAY VDO          ;CXA 1 X 6 250ML  ;; ; ;413;     ;0;11/08/2025;20,16;118;118;0;0;25;4;22,55;23,94;-0,76;0;253;999;C; ;23/03/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;7090;144; ;REF.ANTARCTICA SODA ZERO LATA      ;CXA 1 X 12 350ML  ;; ; ;286;     ;0;23/03/2026;34,46;44;0;0;0;16;10;34,47;29,88;-21,91;33;29;1;C; ;16/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;62691;149; ;CERVEJA BADEN AMERIC IPA ONE WAY   ;CXA 1 X 12 600ML  ;; ; ;60;     ;0;12/03/2026;139,18;5;0;0;0;4;2;139,43;171,48;12,13;0;40;3;C; ;13/02/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;98268;151; ;CERVEJA SKOL LATA MULTIPACK        ;UND 1 X 1 18X350M;; ; ;195;     ;0;25/03/2026;53,89;390;0;30;0;11;0;53,61;62,99;8,32;247;27;12;C; ;09/04/2026;; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;96061;168; ;CHOPP VINHO LIDER                  ;CXA 1 X 12 290ML  ;; ; ;120;     ;0;30/03/2026;27,63;24;0;0;0;22;0;27,44;45,48;7,51;2;22;10;C; ;09/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;95166;147; ;CHOPP VINHO BELLA ROMA GFA         ;CXA 1 X 6 600ML  ;; ; ;160;     ;0;09/04/2026;35,96;20;0;0;0;18;2;32,98;47,94;-0,96;1;12;1;C; ;10/03/2026;S; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;44433;114; ;CERVEJA BRAHMA CHOPP ZERO LATA     ;CXA 1 X 12 350ML  ;; ; ;286;     ;0;08/04/2026;40,97;132;0;132;0;14;10;40,82;45,48;3,68;473;13;1;C; ;09/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;87616;108; ;CERV.ROLETA RUSSA NEW ENGLAND IPA  ;FDO 1 X 12 350ML  ;; ; ;286;     ;0;18/04/2026;61,88;10;0;0;0;10;0;61,91;71,88;7,31;0;3;34;C; ;12/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;64177;190; ;SUCO TIAL INTEGRAL MACA TP         ;CXA 1 X 12 1L     ;; ; ;85;     ;0;02/04/2026;76,25;9;0;0;0;8;6;74,32;123,6;7,73;0;19;9;C; ;02/04/2026;;N;N;S;
 945;21/04/26;   0; 999;001-CERVEJAS/ REFRIGERANTES                                                                             ;63862;154; ;REF.ANTARCTICA GUARANA ZERO PET    ;FDO 1 X 6 1,5L   ;; ; ;115;     ;0;30/03/2026;41,13;14;0;0;0;15;4;40,36;46,14;5,97;21;22,63;1;C; ;22/03/2026;;N;N;S;
