FILIAL; DATA PROC; IDADE INI; IDADE FIM;SETOR LOJA   ;MERC ;DIGITO;STATUS;DESCRICAO ;EMBALAGEM ;DT VENC   ;TRIBUTACAO;LC;QTDE_IDEAL;DT PRECO IND;PRECO IND;DT ULT ENTR;CUSTO ULT ENTR;QTDE ULT ENTR;QTDE PED COMPRA;QTDE PED FILIAL;QTDE PED NF AT;ESTOQ EMB1;ESTOQ EMB9;CUSTO MEDIO;PRECO VENDA;PERC RENT;QTDE VENDA EMB1;IDADE;NAO VENDE;TP ETIQ;MIX;DT PRECO;EMB.INTERMEDIARIA;PAR;DIREITO DEVOLUCAO;GESTAO ISV;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;85955;139; ;ESCOVA CAB.M.BONI POLVO 7685       ;CXA 1 X 24 1UND   ;; ; ;121;     ;0;09/03/2026;294,22;1;0;0;0;0;20;210,01;429,6;18,97;0;43;2;C; ;21/05/2025;; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;3237;176; ;DES.LEITE ROSAS ROLL-ON            ;CXA 1 X 12 50ML   ;; ; ;360;     ;0;20/02/2026;66,89;6;0;0;0;3;2;55,76;83,88;8,96;2;60;1;C; ;09/03/2026;S;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;97440;198; ;REMOV.ESMALTE BEIRA.ALTA S/ACETONA ;CXA 1 X 24 90ML   ;; ; ;224;     ;0;17/03/2026;65,07;12;0;0;0;3;21;45,92;79,2;10,46;7;35;1;C; ;10/04/2026;S; ; ;N;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;75056;191; ;REPELENTE OFF LOCAO KIDS           ;CXA 1 X 12 200ML  ;; ; ;135;     ;0;03/03/2026;146,11;3;0;0;0;1;2;152,86;227,88;0,78;0;49;13;C; ;04/02/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;89170;156; ;ESMALTE RISQUE PO DE ARROZ BLISTER ;CXA 1 X 6 1UND   ;; ; ;216;     ;0;23/03/2026;28,34;10;0;0;0;9;3;18,91;24,54;-8,64;0;29;2;C; ;11/03/2026;; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;8425;151; ;SHAMP.INF.PALMOLIVE NATURAL KIDS   ;CXA 1 X 6 350ML  ;; ; ;310;     ;0;10/02/2026;61,56;20;0;0;0;3;5;47,03;69;7,28;9;70;1;C; ;20/08/2025;S;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;83389;169; ;DES.NIVEA AERO BLC PEARL BEAUTY    ;CXA 1 X 12 150ML  ;; ; ;252;     ;0;07/01/2026;168,72;10;0;0;0;1;5;127,31;178,81;4,24;4;104;1;C; ;13/04/2026;S;S; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;28519;100; ;AP.BARB.BIC SENSITIVE SHAVER       ;CXA 24 X 12 2UND   ;; ; ;20;     ;0;25/11/2024;585,24;1;0;0;0;0;119;440,46;832,32;14,94;0;512;32;C; ;07/12/2025;S;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;86499;132; ;TENYS PE BARUEL J.S CANFORADO      ;CXA 1 X 12 92G    ;; ; ;294;     ;0;20/01/2026;205,74;3;0;0;3;1;2;159,05;166,8;-19,9;0;91;25;C; ;17/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;10542;115; ;DESOD.SANIT.HARPIC GEL BRISA DO MAR;CXA 1 X 24 3UND   ;; ; ;50;     ;0;10/03/2026;276,36;2;0;0;0;0;16;278,37;381,61;12,92;0;42;1;C; ;13/03/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;85957;158; ;ESCOVA P/BANHO M.BONI 1924T        ;CXA 1 X 24 1UND   ;; ; ;56;     ;0;05/11/2025;312,73;3;0;0;0;0;20;223,29;477,6;21,11;0;167;2;C; ;08/12/2025;; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;47957;158; ;LIXA P/PES M.BONI MAD.C/PEDRA POME ;CXA 1 X 24 1UND   ;; ; ;180;     ;0;09/03/2026;94,96;2;0;0;0;2;0;95,13;189,6;17,67;0;43;3;C; ;20/08/2025;;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;71905;139; ;LOCAO HIDR.DES.SKALA LEITE DE ARROZ;CXA 1 X 12 400ML  ;; ; ;120;     ;0;13/03/2026;70,87;5;0;0;10;3;4;57,2;88,68;10,94;5;39;1;C; ;11/03/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;5101;172; ;GEL FIX.WHITE BULL EXTRA FORTE AZUL;CXA 1 X 24 240G   ;; ; ;70;     ;0;20/02/2026;95,36;1;0;0;0;3;5;60,28;118,8;17,7;0;68,94;1;C; ;23/03/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;53155;117; ;CHUPETA ORT.NEOPAN COLOR AZUL F2   ;CXA 1 X 6 1UND   ;; ; ;720;     ;0;08/04/2026;31,03;3;0;0;0;6;2;30,99;62,94;18,61;0;40,05;7;C; ;26/05/2025;;N;S;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;9193;104; ;AGUA.OXIG.FARMAX 30VOL             ;CXA 1 X 144 90ML   ;; ; ;66;     ;0;20/01/2026;291,11;2;0;0;0;0;140;202,49;345,6;16,85;0;91;2;C; ;11/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;67390;100; ;DES.ABOVE AERO SPORT ENERGY WOMEN  ;CXA 1 X 24 150ML  ;; ; ;105;     ;0;03/07/2025;197,02;10;0;0;0;1;14;124,76;179,77;6,04;0;292;1;C; ;22/03/2026;S;S;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;96411;130; ;DES.DOVE ROLL ON INVISIBLE DRY MEN ;CXA 1 X 12 50ML   ;; ; ;424;     ;0;14/04/2026;86,19;1;0;4;0;2;4;86,03;123,48;5,77;7;21,28;1;C; ;19/04/2026;;S; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;14298;101; ;COND.POMPOM CHEIRINHO SUAVE        ;CXA 1 X 12 200ML  ;; ; ;162;     ;0;09/04/2026;107,5;2;0;0;0;2;0;107,1;174;6,89;0;12;999;C; ;09/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;28746;138; ;DES.DOVE ROLL-ON INVISIBLE DRY     ;CXA 1 X 12 50ML   ;; ; ;424;     ;0;14/04/2026;87,24;3;0;0;0;2;6;86,03;123,48;5,77;10;7;1;C; ;19/04/2026;S;S;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;82106;167; ;DES.SUAVE AERO LAVANDA E ERVA DOCE ;CXA 1 X 12 200ML  ;; ; ;344;     ;0;02/02/2026;107,54;10;0;0;0;2;6;86,48;118,68;2,57;2;78;9;C; ;05/12/2025;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;82447;130; ;DES.OLD SPICE AERO PEGADOR         ;CXA 1 X 12 200ML  ;; ; ;160;     ;0;05/02/2026;171,15;21;0;0;0;1;6;145,15;190,81;-0,62;0;75;51;C; ;12/04/2026;S;S; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;4450;191; ;MAMAD.NEOPAN ROSA 300ML 2662       ;CXA 1 X 6 1UND   ;; ; ;128;     ;0;26/02/2026;98,33;3;0;0;0;3;1;69,39;143,94;19,64;1;59,47;3;C; ;11/03/2026;S; ;S;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;62206;160; ;MAMAD.NEOPAN AZUL 250ML 2151       ;CXA 1 X 6 1UND   ;; ; ;80;     ;0;14/11/2025;89,42;4;0;0;0;3;3;62,84;131,88;20,2;0;158;32;C; ;22/08/2025;;N;S;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;71667;172; ;KIT.INF.BARUEL BABY SAB.L+SH SUAVE ;CXA 1 X 6 1KIT   ;; ; ;132;     ;0;05/08/2025;113,1;10;0;0;0;2;4;83,11;131,4;4,6;0;259;999;C; ;31/03/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;35140;134; ;COND.INF.JOHNSON BABY REGULAR      ;CXA 1 X 12 200ML  ;; ; ;240;     ;0;17/03/2026;237,7;2;2;0;0;1;1;204,74;298,81;-0,07;2;35;2;C; ;12/04/2026;;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;48253;181; ;DES.TABU CREME FLORES              ;PCT 1 X 12 55G    ;; ; ;720;     ;0;07/01/2026;52,16;10;0;0;0;5;4;41,72;53,88;-1,99;1;104;8;C; ;13/04/2026;S;S;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;69445;100; ;AGUA PERF.APAIXONADA PHYTODERM     ;CXA 1 X 12 250ML  ;; ; ;217;     ;0;20/01/2026;147,51;6;0;0;0;1;11;116,3;174;8,6;1;91;8;C; ;09/04/2026;S;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;82453;171; ;AP.DESC.SIMPLY VENUS SUAVE SENS    ;CXA 1 X 12 2UND   ;; ; ;100;     ;0;20/03/2026;149,04;10;0;0;0;2;0;112,5;183,2;6,44;6;32;1;C; ;10/04/2026;S;S; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;60768;105; ;LENCO PAPEL KLEENEX BOLSO L4P3     ;CXA 1 X 72 3X10UND;; ; ;45;     ;0;05/02/2026;316,36;1;0;0;0;1;0;226,58;417,62;13,6;0;75;26;C; ;11/03/2026;S;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;66196;183; ;DESOD.GLADE GEL HOME CITRUS        ;CXA 1 X 36 70G    ;; ; ;120;     ;0;03/03/2026;234;1;0;0;0;1;0;230,96;305,64;-0,11;0;49;999;C; ;09/01/2026;S;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;71887;110; ;COND.INF.HUGGIES EXTRA SUAVE       ;CXA 1 X 12 200ML  ;; ; ;210;     ;0;09/04/2026;127,9;2;0;0;0;1;10;126,29;190,81;2,25;0;12;2;C; ;01/03/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;77646;144; ;AGUA PERF.CARINHO PHYTODERM        ;CXA 1 X 12 250ML  ;; ; ;217;     ;0;20/01/2026;147,46;4;0;0;0;2;0;116,3;174;8,6;0;91;999;C; ;09/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;88804;174; ;CHUPETA ORT.NEOPAN SILICONE AZUL F2;CXA 1 X 6 1UND   ;; ; ;768;     ;0;08/04/2026;50,32;4;0;0;0;4;4;50,42;100,14;17,5;0;33,71;27;C; ;11/03/2026;; ;S;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;65505;168; ;ESPUMA BARB.ABOVE                  ;CXA 1 X 12 200ML  ;; ; ;217;     ;0;16/01/2026;157,84;10;0;0;0;2;0;118,3;118,8;-24,13;0;95;37;C; ;08/03/2026;S;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;65483;101; ;CREME P/ASSADURAS HUGGIES S.CARE   ;CXA 1 X 12 80G    ;; ; ;270;     ;0;03/03/2026;289,41;1;0;0;0;1;2;205,91;366,02;12,19;0;51,14;3;C; ;07/04/2024;S;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;71886;151; ;COND.INF.HUGGIES CAMOMILA          ;CXA 1 X 12 200ML  ;; ; ;210;     ;0;09/04/2026;127,9;2;0;0;0;1;11;126,29;190,81;2,25;0;12;5;C; ;01/03/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;96374;187; ;DES.FRANCIS AERO YLANG             ;CXA 1 X 12 200ML  ;; ; ;252;     ;0;20/02/2026;148,82;2;0;0;0;2;1;116,82;166,81;5,41;0;60,32;4;C; ;09/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;14147;160; ;COPO PLAST.BABY GO C/VALVULA 2672  ;CXA 1 X 12 1UND   ;; ; ;72;     ;0;06/01/2026;81,33;3;0;0;0;3;0;82,2;137,89;8,24;0;105;999;C; ;11/03/2026;;N;S;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;2847;102; ;DES.HERBISSIMO CREME S/PERFUME     ;PCT 4 X 3 55G    ;; ; ;720;     ;0;07/01/2026;52,69;24;0;0;0;5;2;48,02;62,28;-1,66;2;104;16;C; ;01/04/2026;S;S;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;89165;181; ;ESMALTE RISQUE PRETO SEPIA         ;CXA 1 X 6 1UND   ;; ; ;216;     ;0;23/03/2026;28,34;10;0;0;0;13;2;19,13;32,7;9,92;3;32,5;4;C; ;12/04/2026;; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;41059;180; ;TENYS PE BARUEL PO WOMAN           ;CXA 4 X 3 100G   ;; ; ;297;     ;0;07/01/2026;123,48;10;0;0;10;2;9;93,61;148,67;12,47;0;104;46;C; ;13/04/2026;;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;13464;113; ;LOCAO HIDR.VIZET VANILLA E COCO    ;CXA 1 X 12 200G   ;; ; ;192;     ;0;25/02/2026;223,2;3;0;0;0;1;8;159,95;250,81;4,67;0;55;1;C; ;05/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;89166;140; ;ESMALTE RISQUE CAPPUCCINO          ;CXA 1 X 6 1UND   ;; ; ;216;     ;0;24/03/2026;28,77;14;0;0;0;14;0;19,13;32,7;9,92;0;28;34;C; ;12/04/2026;; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;56246;184; ;HIDRATANTE COURO PEROLA            ;CXA 1 X 12 250ML  ;; ; ;100;     ;0;06/08/2025;133,5;2;0;0;0;2;0;135,63;262,81;16,25;0;258;999;C; ;09/04/2026;;N;S;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;51127;105; ;HASTES FLEXIVEIS COTTONBABY 150P100;CXA 1 X 36 100UND ;; ; ;78;     ;0;28/03/2026;205,13;1;0;0;0;2;1;137,97;243,01;11,08;0;32,1;14;C; ;30/11/2025;;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;71882;113; ;SHAMP.INF.HUGGIES CAMOMILA         ;CXA 1 X 12 200ML  ;; ; ;210;     ;0;09/04/2026;143,71;2;0;0;0;2;0;142,25;190,81;0,89;0;12;999;C; ;01/03/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;71883;173; ;SHAMP.INF.HUGGIES EXTRA SUAVE      ;CXA 1 X 12 200ML  ;; ; ;210;     ;0;09/04/2026;143,71;2;0;0;0;2;0;142,25;190,81;0,89;0;12;999;C; ;01/03/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;50201;148; ;ESPUMA BARB.BOZZANO P.SENSIVEL     ;CXA 1 X 6 190G   ;; ; ;354;     ;0;05/01/2026;126,58;5;6;0;0;2;5;100,92;162;13,14;0;106;2;C; ;06/02/2026;S;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;56381;191; ;MORDEDOR BABY GO 1535              ;CXA 1 X 12 1UND   ;; ; ;360;     ;0;03/02/2026;60,61;3;0;0;0;4;9;61,12;119,88;16,87;0;87,31;3;C; ;22/08/2025;;N;S;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;93733;185; ;ESPONJA NYLON MARCO BONI           ;CXA 1 X 24 1UND   ;; ; ;40;     ;0;09/03/2026;115,95;3;0;0;0;2;12;116,58;215,77;13,83;0;43;17;C; ;09/03/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;8795;172; ;TENYS PE BARUEL J.S.SABRINA SATO   ;CXA 1 X 12 92G    ;; ; ;294;     ;0;20/02/2026;205,87;2;0;0;2;1;10;159,05;166,8;-19,9;0;60;2;C; ;17/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;56386;188; ;COPO PLAST.BABY GO C/VALV ROSA 1908;CXA 1 X 12 1UND   ;; ; ;96;     ;0;06/01/2026;92,47;3;0;0;0;3;2;93,54;167,89;12,15;0;108,63;19;C; ;22/08/2025;;N;S;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;4993;143; ;SHAMP.INF.HUGGIES CRESPINHIO       ;CXA 1 X 12 360ML  ;; ; ;100;     ;0;02/03/2026;185,54;2;0;0;0;2;1;142,38;190,81;0,82;1;50,56;1;C; ;13/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;92752;184; ;LOCAO H.DES.MURIEL OLEO AME.AVELA  ;CXA 1 X 12 100ML  ;; ; ;315;     ;0;28/03/2026;94,77;5;0;0;0;4;0;74,38;106,8;5,79;1;24;3;C; ;12/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;9194;164; ;AGUA.OXIG.FARMAX 20VOL             ;CXA 1 X 144 90ML   ;; ; ;66;     ;0;20/02/2026;307,85;2;0;0;0;1;68;202,49;345,6;9,85;0;60;1;C; ;11/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;62212;118; ;CHUPETA ORT.NEOPAN AZUL F2 4031    ;CXA 1 X 6 2UND   ;; ; ;540;     ;0;26/02/2026;65,69;6;0;0;0;6;2;47,18;100,14;20,75;0;59,47;3;C; ;06/03/2026;;N;S;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;92749;121; ;COLONIA ACQUA ESSENCE MURIEL LAV.  ;CXA 1 X 12 250ML  ;; ; ;100;     ;0;20/02/2026;156,76;3;0;0;0;2;9;109,16;142,8;-0,99;0;60;3;C; ;12/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;62786;159; ;COPO PLAST BABY GO MICKEY BABY 1931;CXA 1 X 12 1UND   ;; ; ;96;     ;0;03/02/2026;126,69;3;0;0;0;2;4;128,98;239,9;14,09;0;77;6;C; ;14/10/2025;;N;S;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;60540;186; ;ESPUMA BARB.GILLETTE SENSITIVE     ;CXA 1 X 12 150G   ;; ; ;210;     ;0;28/03/2026;201,87;2;0;0;0;2;0;150,99;222,01;7,43;0;24;26;C; ;19/08/2025;S;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;57785;191; ;ESCOVA P/MAMAD.NEOPAN ROSA 7242    ;CXA 1 X 6 1UND   ;; ; ;192;     ;0;08/04/2026;52,99;3;0;0;0;5;4;53,55;95,34;11,68;0;32,29;3;C; ;06/03/2026;;N;S;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;62205;100; ;MAMAD.NEOPAN ROSA 250ML 2152       ;CXA 1 X 6 1UND   ;; ; ;192;     ;0;08/04/2026;62,79;4;0;0;0;4;5;62,84;131,88;20,2;0;38;2;C; ;22/08/2025;;N;S;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;5236;112; ;TALCO ANTI-SEPTICO BARLA           ;CXA 1 X 12 140G   ;; ; ;232;     ;0;24/03/2026;91,96;5;0;0;0;5;0;60,85;78;-9,57;0;28;33;C; ;16/04/2026;S;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;81799;115; ;DES.ABOVE AERO SPORT ENERGY MEN    ;CXA 1 X 12 250ML  ;; ; ;168;     ;0;23/02/2026;100,14;10;0;10;0;3;11;78,26;111,48;5,24;4;57;1;C; ;22/03/2026;S;S; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;12243;117; ;ESPUMA BARB.ABOVE PR               ;CXA 1 X 12 250ML  ;; ; ;186;     ;0;03/03/2026;140,34;3;0;0;0;3;0;103,02;202,81;24,64;0;49;19;C; ;12/01/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;62787;118; ;COPO PLAST.BABY GO MINNIE BABY 1936;CXA 1 X 12 1UND   ;; ; ;96;     ;0;03/02/2026;126,69;3;0;0;0;2;5;128,98;239,9;14,09;0;77;17;C; ;14/10/2025;;N;S;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;74420;149; ;COND.SEDA INF.FROZEN BRILHO ENCAN. ;CXA 1 X 12 300ML  ;; ; ;210;     ;0;21/11/2025;146,16;6;0;0;0;3;1;101,41;166,8;7,64;0;151;999;C; ;27/03/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;12792;104; ;CERA MODELADORA WHITE BULL MATTE   ;CXA 1 X 12 150G   ;; ; ;260;     ;0;16/04/2026;75,15;2;0;0;0;4;2;75,14;159,01;21,18;1;14,88;2;C; ;23/03/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;87376;104; ;DES.ABOVE AERO EXTREME INVISIBLE   ;CXA 1 X 24 150ML  ;; ; ;105;     ;0;12/01/2026;167,87;2;0;0;0;2;11;128,09;167,77;-0,9;0;99;32;C; ;09/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;8630;108; ;TALCO TABU TRADICIONAL             ;CXA 1 X 12 100G   ;; ; ;300;     ;0;11/03/2026;85,62;5;0;0;0;4;1;78,17;106,8;2,24;0;41;12;C; ;13/03/2024;S;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;93715;147; ;DES.ADIDAS AERO PRO INVISIBLE FEM  ;CXA 1 X 12 150ML  ;; ; ;240;     ;0;23/03/2026;136,47;4;10;0;0;3;0;106,68;155,89;7,01;1;29;17;C; ;08/04/2026;S;S; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;97163;165; ;ESCOVA CAB.M.BONI OVAL NOLITA 7205 ;CXA 1 X 24 1UND   ;; ; ;195;     ;0;12/01/2026;257,98;2;0;0;0;1;18;183,92;429,6;25,05;0;99;46;C; ;20/03/2026;S; ; ;N;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;67159;146; ;SHAMP.INF.JOHNSON BABY             ;CXA 1 X 12 750ML  ;; ; ;60;     ;0;17/03/2026;507,91;3;5;0;0;0;9;432,1;598,8;3,28;3;35;4;C; ;12/04/2026;S;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;93420;149; ;COND.INF.HUGGIES CACHINHOS         ;CXA 1 X 12 360ML  ;; ; ;100;     ;0;16/02/2026;218,61;2;0;0;0;2;2;149,96;226,81;2,32;0;72;55;C; ;13/04/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;97162;105; ;ESCOVA CAB.M.BONI RAQ.NOLITA 7203  ;CXA 1 X 24 1UND   ;; ; ;121;     ;0;09/03/2026;301,55;1;0;0;0;1;13;215,64;477,6;22,71;0;73,91;3;C; ;21/05/2025;S; ; ;N;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;13843;162; ;TALCO INF.POMPOM                   ;CXA 1 X 12 200G   ;; ; ;95;     ;0;21/03/2026;222,55;3;0;0;0;2;2;153,6;262,82;10;0;31;1;C; ;27/03/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;64376;112; ;HASTES FLEXIVEIS COTONELA          ;CXA 1 X 30 150UND ;; ; ;100;     ;0;04/11/2025;77,86;50;50;0;0;5;29;55,82;103,5;13,92;23;168;3;C; ;28/02/2026;S;N;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;4711;116; ;DES.HERBISSIMO AERO CARE SENSITIVE ;CXA 1 X 12 150ML  ;; ; ;294;     ;0;16/02/2026;99,05;20;0;0;0;4;4;77,19;113,88;7,65;5;64;1;C; ;22/03/2026;S; ; ;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;37774;155; ;DES.SKALA ROLL-ON FOR MEM SPORT    ;CXA 1 X 12 60ML   ;; ; ;370;     ;0;20/02/2026;57,62;20;0;0;0;7;5;45,11;65,88;6,96;4;60;2;C; ;11/03/2026;;S;N;S;
 945;21/04/26;   0; 999;005-BARBEA/DESOD/INFANTIL/HIDRAT                                                                        ;4451;156; ;MAMAD.NEOPAN AZUL 300ML 2661       ;CXA 1 X 6 1UND   ;; ; ;128;     ;0;08/04/2026;69,05;3;0;0;0;4;5;69,26;143,94;19,74;0;68;2;C; ;11/03/2026;S; ;S;S;
